Player,Nationality,Position,Age,Matches_Played,Minutes_Played,Minutes_Per_Match,Minutes_Percentage,Ninety_Minutes_Played,Games_Started,Minutes_Per_Start,Complete_Matches,Substitute_Appearances,Minutes_Per_Sub,Unused_Sub_Appearances,Points_Per_Match,Goals_Scored_On_Pitch,Goals_Allowed_On_Pitch,Plus_Minus,Plus_Minus_Per_90,On_Off_Per_90,Matches,Season,Team,MP
Manu González,es ESP,GK,17,,,,,,0,,0,0,,8,,,,,,,Matches,2024-2025,Real Betis,0
Rudy Kohon,fr FRA,DF,20,,,,,,0,,0,0,,1,,,,,,,Matches,2024-2025,Real Betis,0
Xavi Pleguezuelo,es ESP,DF,21,,,,,,0,,0,0,,1,,,,,,,Matches,2024-2025,Real Betis,0
Pedri,es ESP,MF,21,37.0,"2,879",78.0,84.2,32.0,35,81.0,15,2,21.0,0,2.3,76.0,30.0,46.0,1.44,-1.39,Matches,2024-2025,FC Barcelona,37
Raphinha,br BRA,"MF,FW",27,36.0,"2,839",79.0,83.0,31.5,32,84.0,23,4,35.0,1,2.28,84.0,31.0,53.0,1.68,0.13,Matches,2024-2025,FC Barcelona,36
Robert Lewandowski,pl POL,FW,35,34.0,"2,667",78.0,78.0,29.6,32,82.0,15,2,27.0,2,2.24,73.0,27.0,46.0,1.55,-0.48,Matches,2024-2025,FC Barcelona,34
Lamine Yamal,es ESP,"MF,FW",17,35.0,"2,856",82.0,83.5,31.7,31,87.0,20,4,41.0,0,2.49,93.0,28.0,65.0,2.05,2.37,Matches,2024-2025,FC Barcelona,35
Pau Cubarsí,es ESP,DF,17,35.0,"2,618",75.0,76.5,29.1,29,84.0,20,6,30.0,3,2.26,81.0,32.0,49.0,1.68,0.11,Matches,2024-2025,FC Barcelona,35
Jules Koundé,fr FRA,DF,25,32.0,"2,605",81.0,76.2,28.9,29,88.0,25,3,21.0,1,2.28,77.0,30.0,47.0,1.62,-0.14,Matches,2024-2025,FC Barcelona,32
Iñigo Martínez,es ESP,DF,33,28.0,"2,490",89.0,72.8,27.7,28,89.0,25,0,,6,2.32,75.0,31.0,44.0,1.59,-0.25,Matches,2024-2025,FC Barcelona,28
Alejandro Balde,es ESP,DF,20,32.0,"2,284",71.0,66.8,25.4,26,81.0,13,6,30.0,3,2.25,66.0,22.0,44.0,1.73,0.23,Matches,2024-2025,FC Barcelona,32
Marc Casado,es ESP,MF,20,23.0,"1,611",70.0,47.1,17.9,20,78.0,10,3,19.0,7,2.22,49.0,14.0,35.0,1.96,0.56,Matches,2024-2025,FC Barcelona,23
Iñaki Peña,es ESP,GK,25,16.0,"1,396",87.0,40.8,15.5,15,90.0,15,1,46.0,22,1.69,36.0,18.0,18.0,1.16,-0.84,Matches,2024-2025,FC Barcelona,16
Wojciech Szczęsny,pl POL,GK,34,15.0,"1,350",90.0,39.5,15.0,15,90.0,15,0,,14,2.87,43.0,12.0,31.0,2.07,0.68,Matches,2024-2025,FC Barcelona,15
Eric García,es ESP,"DF,MF",23,29.0,"1,566",54.0,45.8,17.4,14,85.0,9,15,25.0,3,2.52,53.0,16.0,37.0,2.13,0.86,Matches,2024-2025,FC Barcelona,29
Gavi,es ESP,MF,19,26.0,"1,085",42.0,31.7,12.1,14,69.0,4,12,10.0,3,2.12,27.0,12.0,15.0,1.24,-0.61,Matches,2024-2025,FC Barcelona,26
Dani Olmo,es ESP,MF,26,25.0,"1,212",48.0,35.4,13.5,13,66.0,0,12,30.0,2,2.28,40.0,10.0,30.0,2.23,0.88,Matches,2024-2025,FC Barcelona,25
Fermin López,es ESP,MF,21,28.0,"1,252",45.0,36.6,13.9,12,69.0,4,16,27.0,3,2.32,30.0,15.0,15.0,1.08,-0.91,Matches,2024-2025,FC Barcelona,28
Ferrán Torres,es ESP,"FW,MF",24,27.0,"1,106",41.0,32.3,12.3,12,64.0,2,15,22.0,2,2.33,35.0,21.0,14.0,1.14,-0.77,Matches,2024-2025,FC Barcelona,27
Gerard Martín,es ESP,DF,22,28.0,"1,038",37.0,30.4,11.5,11,70.0,4,17,16.0,10,2.54,36.0,15.0,21.0,1.82,0.23,Matches,2024-2025,FC Barcelona,28
Ronald Araújo,uy URU,DF,25,12.0,754,63.0,22.0,8.4,11,68.0,5,1,5.0,7,2.69,22.0,8.0,14.0,1.67,0.02,Matches,2024-2025,FC Barcelona,12
Frenkie de Jong,nl NED,MF,27,26.0,"1,143",44.0,33.4,12.7,9,72.0,3,17,29.0,3,2.35,42.0,18.0,24.0,1.89,0.35,Matches,2024-2025,FC Barcelona,26
Marc-André ter Stegen,de GER,GK,32,8.0,674,84.0,19.7,7.5,8,84.0,7,0,,3,2.63,23.0,9.0,14.0,1.87,0.26,Matches,2024-2025,FC Barcelona,8
Héctor Fort,es ESP,DF,17,17.0,585,34.0,17.1,6.5,5,75.0,1,12,18.0,19,2.24,17.0,8.0,9.0,1.38,-0.33,Matches,2024-2025,FC Barcelona,17
Pablo Torre,es ESP,MF,21,10.0,310,31.0,9.1,3.4,4,56.0,0,6,15.0,26,2.2,9.0,4.0,5.0,1.45,-0.23,Matches,2024-2025,FC Barcelona,10
Marc Bernal,es ESP,MF,17,3.0,242,81.0,7.1,2.7,3,81.0,1,0,,0,3.0,6.0,3.0,3.0,1.12,-0.58,Matches,2024-2025,FC Barcelona,3
Ansu Fati,es ESP,MF,21,6.0,233,39.0,6.8,2.6,3,60.0,0,3,17.0,17,2.5,4.0,1.0,3.0,1.16,-0.54,Matches,2024-2025,FC Barcelona,6
Pau Victor,es ESP,FW,22,21.0,319,15.0,9.3,3.5,2,60.0,0,19,11.0,17,2.1,14.0,7.0,7.0,1.97,0.35,Matches,2024-2025,FC Barcelona,21
Andreas Christensen,dk DEN,DF,28,5.0,254,51.0,7.4,2.8,2,83.0,1,3,29.0,7,3.0,4.0,2.0,2.0,0.71,-1.03,Matches,2024-2025,FC Barcelona,5
Sergi Dominguez,es ESP,DF,19,3.0,172,57.0,5.0,1.9,2,71.0,0,1,30.0,16,2.0,8.0,5.0,3.0,1.57,-0.09,Matches,2024-2025,FC Barcelona,3
Daniel Rodriguez,es ESP,MF,18,1.0,37,37.0,1.1,0.4,1,37.0,0,0,,0,3.0,0.0,1.0,-1.0,-2.43,-4.14,Matches,2024-2025,FC Barcelona,1
Ander Astralaga,es ESP,GK,20,0.0,,,,,0,,0,0,,16,,,,,,,Matches,2024-2025,FC Barcelona,0
Álvaro Cortés,es ESP,DF,19,0.0,,,,,0,,0,0,,1,,,,,,,Matches,2024-2025,FC Barcelona,0
Andres Cuenca,es ESP,DF,17,0.0,,,,,0,,0,0,,5,,,,,,,Matches,2024-2025,FC Barcelona,0
Noah Darvich,de GER,MF,17,0.0,,,,,0,,0,0,,2,,,,,,,Matches,2024-2025,FC Barcelona,0
Landry Farré,es ESP,DF,17,0.0,,,,,0,,0,0,,1,,,,,,,Matches,2024-2025,FC Barcelona,0
Guillermo Fernandez,es ESP,MF,16,0.0,,,,,0,,0,0,,6,,,,,,,Matches,2024-2025,FC Barcelona,0
Toni Fernández,es ESP,MF,16,0.0,,,,,0,,0,0,,3,,,,,,,Matches,2024-2025,FC Barcelona,0
Diego Kochen,us USA,GK,18,0.0,,,,,0,,0,0,,17,,,,,,,Matches,2024-2025,FC Barcelona,0
Alexis Olmedo,es ESP,DF,18,0.0,,,,,0,,0,0,,1,,,,,,,Matches,2024-2025,FC Barcelona,0
Álex Valle,es ESP,DF,20,0.0,,,,,0,,0,0,,2,,,,,,,Matches,2024-2025,FC Barcelona,0
Áron Yaakobishvili,hu HUN,GK,18,0.0,,,,,0,,0,0,,3,,,,,,,Matches,2024-2025,FC Barcelona,0
Vicente Guaita,es ESP,GK,37,,"3,060",90.0,89.5,34.0,34,90.0,34,0,,3,1.44,49.0,48.0,1.0,0.03,-0.22,Matches,2024-2025,Celta Vigo,34
Óscar Mingueza,es ESP,"MF,DF",25,,"2,729",80.0,79.8,30.3,31,83.0,20,3,48.0,0,1.56,50.0,47.0,3.0,0.1,0.23,Matches,2024-2025,Celta Vigo,34
Marcos Alonso,es ESP,DF,33,,"2,647",85.0,77.4,29.4,29,88.0,25,2,51.0,0,1.48,41.0,39.0,2.0,0.07,0.07,Matches,2024-2025,Celta Vigo,31
Fran Beltrán,es ESP,MF,25,,"2,421",71.0,70.8,26.9,29,79.0,15,5,28.0,4,1.59,37.0,39.0,-2.0,-0.07,-0.43,Matches,2024-2025,Celta Vigo,34
Javi Rodríguez,es ESP,DF,21,,"2,514",70.0,73.5,27.9,26,85.0,20,10,29.0,1,1.53,44.0,40.0,4.0,0.14,0.34,Matches,2024-2025,Celta Vigo,36
Carl Starfelt,se SWE,DF,29,,"2,270",81.0,66.4,25.2,26,85.0,23,2,31.0,2,1.39,33.0,35.0,-2.0,-0.08,-0.39,Matches,2024-2025,Celta Vigo,28
Borja Iglesias,es ESP,FW,31,,"1,952",53.0,57.1,21.7,24,70.0,1,13,21.0,1,1.49,30.0,31.0,-1.0,-0.05,-0.23,Matches,2024-2025,Celta Vigo,37
Ilaix Moriba,gn GUI,MF,21,,"2,132",65.0,62.3,23.7,22,83.0,13,11,28.0,3,1.3,37.0,34.0,3.0,0.13,0.2,Matches,2024-2025,Celta Vigo,33
Iago Aspas,es ESP,"FW,MF",36,,"1,745",58.0,51.0,19.4,19,78.0,8,11,23.0,3,1.5,30.0,27.0,3.0,0.15,0.21,Matches,2024-2025,Celta Vigo,30
Sergio Carreira,es ESP,MF,23,,"1,656",72.0,48.4,18.4,19,82.0,14,4,25.0,9,1.52,26.0,24.0,2.0,0.11,0.11,Matches,2024-2025,Celta Vigo,23
Hugo Álvarez,es ESP,MF,21,,"1,572",60.0,46.0,17.5,16,80.0,9,10,29.0,8,1.31,30.0,27.0,3.0,0.17,0.22,Matches,2024-2025,Celta Vigo,26
Pablo Durán,es ESP,"FW,MF",23,,"1,394",52.0,40.8,15.5,15,80.0,4,12,16.0,10,1.56,24.0,23.0,1.0,0.06,0.02,Matches,2024-2025,Celta Vigo,27
Williot Swedberg,se SWE,"FW,MF",20,,"1,348",42.0,39.4,15.0,15,62.0,0,17,25.0,1,1.28,29.0,19.0,10.0,0.67,1.02,Matches,2024-2025,Celta Vigo,32
Hugo Sotelo,es ESP,MF,20,,"1,254",52.0,36.7,13.9,15,76.0,4,9,13.0,12,1.17,21.0,20.0,1.0,0.07,0.03,Matches,2024-2025,Celta Vigo,24
Alfon,es ESP,"FW,MF",25,,"1,371",53.0,40.1,15.2,14,76.0,4,12,26.0,9,1.19,24.0,26.0,-2.0,-0.13,-0.31,Matches,2024-2025,Celta Vigo,26
Carlos Dominguez,es ESP,DF,23,,"1,181",62.0,34.5,13.1,13,82.0,10,6,19.0,18,1.68,22.0,19.0,3.0,0.23,0.27,Matches,2024-2025,Celta Vigo,19
Damián Rodríguez,es ESP,MF,21,,927,55.0,27.1,10.3,10,78.0,6,7,21.0,19,1.35,20.0,20.0,0.0,0.0,-0.07,Matches,2024-2025,Celta Vigo,17
Jonathan Bamba,ci CIV,"MF,FW",28,,811,68.0,23.7,9.0,10,76.0,4,2,26.0,4,0.92,10.0,20.0,-10.0,-1.11,-1.52,Matches,2024-2025,Celta Vigo,12
Fer López,es ESP,"FW,MF",20,,671,39.0,19.6,7.5,7,66.0,1,10,21.0,3,1.65,12.0,8.0,4.0,0.54,0.6,Matches,2024-2025,Celta Vigo,17
Yoel Lago,es ESP,DF,20,,583,73.0,17.0,6.5,7,81.0,5,1,14.0,8,1.25,12.0,14.0,-2.0,-0.31,-0.44,Matches,2024-2025,Celta Vigo,8
Javier Manquillo,es ESP,DF,30,,515,52.0,15.1,5.7,7,63.0,0,3,26.0,5,1.0,8.0,11.0,-3.0,-0.52,-0.68,Matches,2024-2025,Celta Vigo,10
Anastasios Douvikas,gr GRE,FW,24,,700,35.0,20.5,7.8,6,66.0,0,14,22.0,2,1.25,14.0,13.0,1.0,0.13,0.1,Matches,2024-2025,Celta Vigo,20
Jailson Siqueira,br BRA,DF,28,,614,47.0,18.0,6.8,6,80.0,3,7,19.0,10,1.77,15.0,14.0,1.0,0.15,0.11,Matches,2024-2025,Celta Vigo,13
Mihailo Ristić,rs SRB,"MF,DF",28,,429,43.0,12.5,4.8,6,64.0,0,4,11.0,17,1.8,7.0,5.0,2.0,0.42,0.42,Matches,2024-2025,Celta Vigo,10
Iván Villar,es ESP,GK,27,,360,90.0,10.5,4.0,4,90.0,4,0,,34,1.5,10.0,9.0,1.0,0.25,0.22,Matches,2024-2025,Celta Vigo,4
Iker Losada,es ESP,"MF,FW",22,,358,30.0,10.5,4.0,4,54.0,0,8,18.0,5,2.0,7.0,7.0,0.0,0.0,-0.06,Matches,2024-2025,Celta Vigo,12
Franco Cervi,ar ARG,"MF,FW",30,,273,39.0,8.0,3.0,4,60.0,0,3,11.0,25,1.43,3.0,6.0,-3.0,-0.99,-1.13,Matches,2024-2025,Celta Vigo,7
Luca de la Torre,us USA,MF,26,,4,4.0,0.1,0.0,0,,0,1,4.0,3,3.0,0.0,0.0,0.0,0.0,-0.05,Matches,2024-2025,Celta Vigo,1
Joseph Aidoo,gh GHA,DF,28,,2,2.0,0.1,0.0,0,,0,1,2.0,13,3.0,1.0,0.0,1.0,45.0,44.97,Matches,2024-2025,Celta Vigo,1
Tadeo Allende,ar ARG,MF,25,,2,2.0,0.1,0.0,0,,0,1,2.0,7,1.5,0.0,1.0,-1.0,-45.0,-45.08,Matches,2024-2025,Celta Vigo,1
Jones El-Abdellaoui,ma MAR,FW,18,,,,,,0,,0,0,,9,,,,,,,Matches,2024-2025,Celta Vigo,0
Martín Conde,es ESP,DF,21,,,,,,0,,0,0,,2,,,,,,,Matches,2024-2025,Celta Vigo,0
César Fernández,es ESP,GK,20,,,,,,0,,0,0,,4,,,,,,,Matches,2024-2025,Celta Vigo,0
Miguel Román,es ESP,MF,21,,,,,,0,,0,0,,4,,,,,,,Matches,2024-2025,Celta Vigo,0
Marc Vidal,es ESP,GK,24,,,,,,0,,0,0,,7,,,,,,,Matches,2024-2025,Celta Vigo,0
Joan García,es ESP,GK,23,,"3,420",90.0,100.0,38.0,38,90.0,38,0,,0,1.11,40.0,51.0,-11.0,-0.29,,Matches,2024-2025,RCD Espanyol,38
Omar El Hilali,ma MAR,DF,20,,"3,153",88.0,92.2,35.0,36,88.0,30,0,,0,1.14,38.0,45.0,-7.0,-0.2,1.15,Matches,2024-2025,RCD Espanyol,36
Javi Puado,es ESP,"MF,FW",26,,"2,974",85.0,87.0,33.0,35,85.0,20,0,,0,1.03,30.0,42.0,-12.0,-0.36,-0.56,Matches,2024-2025,RCD Espanyol,35
Marash Kumbulla,al ALB,DF,24,,"2,972",85.0,86.9,33.0,34,87.0,29,1,27.0,0,1.11,35.0,44.0,-9.0,-0.27,0.13,Matches,2024-2025,RCD Espanyol,35
Leandro Cabrera,uy URU,DF,33,,"2,869",87.0,83.9,31.9,32,88.0,30,1,45.0,0,1.06,36.0,41.0,-5.0,-0.16,0.82,Matches,2024-2025,RCD Espanyol,33
Alex Král,cz CZE,MF,26,,"2,714",73.0,79.4,30.2,29,86.0,25,8,26.0,0,1.14,31.0,45.0,-14.0,-0.46,-0.85,Matches,2024-2025,RCD Espanyol,37
Carlos Romero,es ESP,"DF,MF",22,,"2,554",75.0,74.7,28.4,28,84.0,19,6,32.0,2,1.12,29.0,39.0,-10.0,-0.35,-0.25,Matches,2024-2025,RCD Espanyol,34
Pol Lozano,es ESP,MF,24,,"1,943",65.0,56.8,21.6,27,70.0,5,3,15.0,4,1.17,19.0,23.0,-4.0,-0.19,0.24,Matches,2024-2025,RCD Espanyol,30
Jofre,es ESP,MF,23,,"2,165",59.0,63.3,24.1,26,73.0,3,11,23.0,0,1.11,23.0,38.0,-15.0,-0.62,-0.91,Matches,2024-2025,RCD Espanyol,37
Roberto Férnandez,es ESP,FW,22,,"1,497",79.0,43.8,16.6,18,82.0,5,1,28.0,0,1.37,17.0,16.0,1.0,0.06,0.62,Matches,2024-2025,RCD Espanyol,19
Urko González,es ESP,MF,23,,"1,374",81.0,40.2,15.3,16,84.0,7,1,24.0,0,1.35,17.0,12.0,5.0,0.33,1.03,Matches,2024-2025,RCD Espanyol,17
Álvaro Tejero,es ESP,"MF,DF",28,,"1,238",44.0,36.2,13.8,13,75.0,4,15,18.0,9,0.96,16.0,26.0,-10.0,-0.73,-0.69,Matches,2024-2025,RCD Espanyol,28
Antoniu,es ESP,MF,21,,"1,022",39.0,29.9,11.4,13,61.0,0,13,17.0,9,1.08,14.0,10.0,4.0,0.35,0.92,Matches,2024-2025,RCD Espanyol,26
Edu Expósito,es ESP,MF,27,,"1,045",55.0,30.6,11.6,12,75.0,4,7,20.0,5,1.11,13.0,11.0,2.0,0.17,0.66,Matches,2024-2025,RCD Espanyol,19
Brian Oliván,es ESP,DF,30,,"1,017",60.0,29.7,11.3,12,75.0,7,5,23.0,8,1.0,12.0,16.0,-4.0,-0.35,-0.09,Matches,2024-2025,RCD Espanyol,17
Alejo Véliz,ar ARG,FW,20,,"1,127",42.0,33.0,12.5,10,71.0,2,17,25.0,11,0.89,18.0,22.0,-4.0,-0.32,-0.04,Matches,2024-2025,RCD Espanyol,27
José Gragera,es ESP,MF,23,,569,57.0,16.6,6.3,7,71.0,2,3,25.0,3,1.0,4.0,12.0,-8.0,-1.27,-1.17,Matches,2024-2025,RCD Espanyol,10
Fernando Calero,es ESP,DF,28,,715,34.0,20.9,7.9,6,82.0,3,15,15.0,10,1.57,8.0,12.0,-4.0,-0.5,-0.27,Matches,2024-2025,RCD Espanyol,21
Sergi Gómez,es ESP,DF,32,,664,55.0,19.4,7.4,6,86.0,5,6,25.0,25,1.08,7.0,13.0,-6.0,-0.81,-0.65,Matches,2024-2025,RCD Espanyol,12
Walid Cheddira,ma MAR,FW,26,,640,29.0,18.7,7.1,5,59.0,0,17,20.0,12,1.0,8.0,9.0,-1.0,-0.14,0.18,Matches,2024-2025,RCD Espanyol,22
Irvin Cardona,mt MLT,"FW,MF",26,,606,38.0,17.7,6.7,5,68.0,0,11,24.0,2,0.94,7.0,5.0,2.0,0.3,0.71,Matches,2024-2025,RCD Espanyol,16
Álvaro Aguado,es ESP,MF,28,,443,28.0,13.0,4.9,4,71.0,0,12,13.0,20,0.94,6.0,7.0,-1.0,-0.2,0.1,Matches,2024-2025,RCD Espanyol,16
Justin Smith,ca CAN,MF,21,,209,42.0,6.1,2.3,3,58.0,0,2,17.0,3,1.0,4.0,2.0,2.0,0.86,1.23,Matches,2024-2025,RCD Espanyol,5
Rafael Bauza,es ESP,MF,19,,183,37.0,5.4,2.0,2,62.0,0,3,20.0,12,0.8,2.0,9.0,-7.0,-3.44,-3.33,Matches,2024-2025,RCD Espanyol,5
Pere Milla,es ESP,MF,31,,456,23.0,13.3,5.1,1,56.0,0,19,21.0,17,1.1,6.0,7.0,-1.0,-0.2,0.11,Matches,2024-2025,RCD Espanyol,20
Naci Ünüvar,nl NED,"FW,MF",21,,31,16.0,0.9,0.3,0,,0,2,16.0,10,0.0,0.0,0.0,0.0,0.0,0.29,Matches,2024-2025,RCD Espanyol,2
Roger Hinojo,es ESP,DF,19,,9,9.0,0.3,0.1,0,,0,1,9.0,11,0.0,0.0,0.0,0.0,0.0,0.29,Matches,2024-2025,RCD Espanyol,1
Alex Almansa,es ESP,FW,20,,,,,,0,,0,0,,3,,,,,,,Matches,2024-2025,RCD Espanyol,0
Català,es ESP,DF,19,,,,,,0,,0,0,,1,,,,,,,Matches,2024-2025,RCD Espanyol,0
Fortuño,es ESP,GK,22,,,,,,0,,0,0,,38,,,,,,,Matches,2024-2025,RCD Espanyol,0
José López,es ESP,DF,18,,,,,,0,,0,0,,2,,,,,,,Matches,2024-2025,RCD Espanyol,0
Fernando Pacheco,es ESP,GK,32,,,,,,0,,0,0,,30,,,,,,,Matches,2024-2025,RCD Espanyol,0
Pablo Ramon,es ESP,DF,23,,,,,,0,,0,0,,5,,,,,,,Matches,2024-2025,RCD Espanyol,0
Omar Sadik,ma MAR,FW,20,,,,,,0,,0,0,,1,,,,,,,Matches,2024-2025,RCD Espanyol,0
Salvi,es ESP,MF,33,,,,,,0,,0,0,,11,,,,,,,Matches,2024-2025,RCD Espanyol,0
Llorenç Serred,es ESP,GK,18,,,,,,0,,0,0,,1,,,,,,,Matches,2024-2025,RCD Espanyol,0
Pol Tristán,es ESP,GK,22,,,,,,0,,0,0,,5,,,,,,,Matches,2024-2025,RCD Espanyol,0
David Soria,es ESP,GK,31,,"3,420",90.0,100.0,38.0,38,90.0,38,0,,0,1.11,34.0,39.0,-5.0,-0.13,,Matches,2024-2025,Getafe CF,38
Omar Alderete,py PAR,DF,27,,"2,971",87.0,86.9,33.0,34,87.0,27,0,,0,1.21,32.0,35.0,-3.0,-0.09,0.31,Matches,2024-2025,Getafe CF,34
Iglesias,es ESP,"DF,MF",26,,"2,888",78.0,84.4,32.1,32,85.0,25,5,33.0,1,1.05,28.0,35.0,-7.0,-0.22,-0.56,Matches,2024-2025,Getafe CF,37
Luis Milla,es ESP,MF,29,,"2,875",87.0,84.1,31.9,32,89.0,28,1,35.0,0,1.06,25.0,34.0,-9.0,-0.28,-0.94,Matches,2024-2025,Getafe CF,33
Diego Rico,es ESP,DF,31,,"2,819",85.0,82.4,31.3,32,88.0,30,1,4.0,1,1.18,32.0,30.0,2.0,0.06,1.11,Matches,2024-2025,Getafe CF,33
Mauro Arambarri,uy URU,MF,28,,"2,661",76.0,77.8,29.6,31,83.0,23,4,23.0,0,1.11,29.0,32.0,-3.0,-0.1,0.14,Matches,2024-2025,Getafe CF,35
Djené,tg TOG,"DF,MF",32,,"2,548",82.0,74.5,28.3,31,82.0,23,0,,1,1.16,24.0,24.0,0.0,0.0,0.52,Matches,2024-2025,Getafe CF,31
Christantus Uche,ng NGA,"FW,MF",21,,"2,486",75.0,72.7,27.6,30,80.0,10,3,34.0,0,1.27,29.0,23.0,6.0,0.22,1.28,Matches,2024-2025,Getafe CF,33
Domingos Duarte,pt POR,DF,29,,"1,859",85.0,54.4,20.7,21,88.0,18,1,2.0,15,1.32,22.0,25.0,-3.0,-0.15,-0.03,Matches,2024-2025,Getafe CF,22
Carles Pérez,es ESP,MF,26,,"1,431",53.0,41.8,15.9,15,74.0,4,12,27.0,11,0.89,15.0,17.0,-2.0,-0.13,0.01,Matches,2024-2025,Getafe CF,27
Ramón Terrats,es ESP,"MF,FW",23,,"1,219",81.0,35.6,13.5,15,81.0,4,0,,0,1.2,15.0,15.0,0.0,0.0,0.2,Matches,2024-2025,Getafe CF,15
Bertuğ Yıldırım,tr TUR,FW,22,,"1,083",49.0,31.7,12.0,14,68.0,2,8,16.0,12,1.05,5.0,10.0,-5.0,-0.42,-0.42,Matches,2024-2025,Getafe CF,22
Alex Sola,es ESP,MF,25,,"1,029",54.0,30.1,11.4,13,68.0,0,6,25.0,16,1.05,5.0,10.0,-5.0,-0.44,-0.44,Matches,2024-2025,Getafe CF,19
Coba da Costa,es ESP,MF,22,,"1,006",53.0,29.4,11.2,12,69.0,1,7,25.0,11,1.05,10.0,10.0,0.0,0.0,0.19,Matches,2024-2025,Getafe CF,19
Juan Berrocal,es ESP,DF,25,,"1,063",56.0,31.1,11.8,11,80.0,6,8,23.0,14,0.95,7.0,12.0,-5.0,-0.42,-0.42,Matches,2024-2025,Getafe CF,19
Allan Nyom,cm CMR,"MF,DF",36,,887,44.0,25.9,9.9,10,75.0,5,10,13.0,2,0.95,8.0,12.0,-4.0,-0.41,-0.37,Matches,2024-2025,Getafe CF,20
Juan Bernat,es ESP,MF,31,,699,50.0,20.4,7.8,9,67.0,1,5,18.0,1,1.29,8.0,12.0,-4.0,-0.52,-0.48,Matches,2024-2025,Getafe CF,14
Juanmi,es ESP,FW,31,,696,54.0,20.4,7.7,8,74.0,1,5,21.0,1,1.23,12.0,8.0,4.0,0.52,0.81,Matches,2024-2025,Getafe CF,13
Borja Mayoral,es ESP,FW,27,,"1,114",46.0,32.6,12.4,7,86.0,4,17,30.0,1,1.25,17.0,16.0,1.0,0.08,0.31,Matches,2024-2025,Getafe CF,24
Álvaro Rodríguez,uy URU,FW,20,,852,39.0,24.9,9.5,7,68.0,0,15,25.0,8,1.05,5.0,9.0,-4.0,-0.42,-0.39,Matches,2024-2025,Getafe CF,22
Carles Aleñá,es ESP,MF,26,,452,45.0,13.2,5.0,5,67.0,0,5,23.0,7,0.8,2.0,4.0,-2.0,-0.4,-0.31,Matches,2024-2025,Getafe CF,10
Yellu Santiago,es ESP,MF,20,,372,20.0,10.9,4.1,4,52.0,0,15,11.0,16,1.3,4.0,5.0,-1.0,-0.24,-0.12,Matches,2024-2025,Getafe CF,19
Nabil Aberdin,fr FRA,MF,21,,263,38.0,7.7,2.9,4,63.0,1,3,4.0,7,1.14,1.0,2.0,-1.0,-0.34,-0.23,Matches,2024-2025,Getafe CF,7
Peter González,do DOM,MF,22,,477,28.0,13.9,5.3,2,57.0,0,15,24.0,21,0.47,5.0,6.0,-1.0,-0.19,-0.07,Matches,2024-2025,Getafe CF,17
Abdoulaye Keita,es ESP,MF,21,,95,32.0,2.8,1.1,1,54.0,0,2,21.0,9,1.0,0.0,0.0,0.0,0.0,0.14,Matches,2024-2025,Getafe CF,3
Ismael Bekhoucha,ma MAR,DF,19,,69,14.0,2.0,0.8,0,,0,5,14.0,6,0.2,0.0,2.0,-2.0,-2.61,-2.53,Matches,2024-2025,Getafe CF,5
Alberto Risco,es ESP,MF,18,,69,14.0,2.0,0.8,0,,0,5,14.0,6,0.6,2.0,0.0,2.0,2.61,2.8,Matches,2024-2025,Getafe CF,5
John Joe,ie IRL,MF,20,,48,12.0,1.4,0.5,0,,0,4,12.0,5,1.0,0.0,0.0,0.0,0.0,0.13,Matches,2024-2025,Getafe CF,4
Gorka Rivera Alonso,es ESP,DF,19,,20,20.0,0.6,0.2,0,,0,1,20.0,1,0.0,0.0,0.0,0.0,0.0,0.13,Matches,2024-2025,Getafe CF,1
David Argüelles,es ESP,DF,22,,7,7.0,0.2,0.1,0,,0,1,7.0,13,1.0,1.0,0.0,1.0,12.86,13.02,Matches,2024-2025,Getafe CF,1
Jorge Benito,es ESP,GK,18,,,,,,0,,0,0,,3,,,,,,,Matches,2024-2025,Getafe CF,0
Guillem Cortiñas,es ESP,DF,21,,,,,,0,,0,0,,3,,,,,,,Matches,2024-2025,Getafe CF,0
Martin Cuellar,es ESP,,17,,,,,,0,,0,0,,2,,,,,,,Matches,2024-2025,Getafe CF,0
Diego Ferrer,es ESP,GK,17,,,,,,0,,0,0,,2,,,,,,,Matches,2024-2025,Getafe CF,0
Jiří Letáček,,GK,25,,,,,,0,,0,0,,38,,,,,,,Matches,2024-2025,Getafe CF,0
Luca Lohr,es ESP,DF,21,,,,,,0,,0,0,,10,,,,,,,Matches,2024-2025,Getafe CF,0
Djordjije Medenica,es ESP,GK,17,,,,,,0,,0,0,,3,,,,,,,Matches,2024-2025,Getafe CF,0
Paulo Gazzaniga,ar ARG,GK,32,,"3,195",89.0,93.4,35.5,36,89.0,35,0,,2,1.14,41.0,51.0,-10.0,-0.28,2.12,Matches,2024-2025,Girona FC,36
Daley Blind,nl NED,DF,34,,"2,780",82.0,81.3,30.9,31,87.0,29,3,29.0,1,1.03,38.0,46.0,-8.0,-0.26,0.87,Matches,2024-2025,Girona FC,34
Arnau Martinez,es ESP,"DF,MF",21,,"2,624",82.0,76.7,29.2,30,87.0,24,2,4.0,5,1.16,31.0,45.0,-14.0,-0.48,-0.25,Matches,2024-2025,Girona FC,32
Miguel Gutiérrez,es ESP,"DF,MF",23,,"2,458",85.0,71.9,27.3,29,85.0,22,0,,1,1.21,35.0,41.0,-6.0,-0.22,0.72,Matches,2024-2025,Girona FC,29
